term1,term2,count
洪涝(flood),台风(typhoon),207
连日大雨(rainy day),物资分配(material distribution),0
水灾(flood),受影响区埿(affected area),0
物资分配(material distribution),洪水(flood),0
严重(serious),水灾(flood),141
被淹沿(submerged),水位暴涨(Water level skyrocketed),3
危险(danger),汛期(flood season),56
连续暴雨(continued heavy rain),受灾物资(supplies),0
暴雨(rainstorm),洪灾(flood),319
预警(warning),泥石浿(debris flow),136
水位暴涨(Water level skyrocketed),汛情(flood situation),1
相当(quite),危险(danger),27
受灾(affected),强降雿(heavy rain),211
受灾报告(disaster report),严重(serious),0
强降雿(heavy rain),特大暴雨(heavy rain),36
泥石浿(debris flow),伤亡(casualties),115
汛期(flood season),救援(rescue),52
台风(typhoon),洪涝(flood),207
连日大雨(rainy day),死亡(death),5
受灾物资(supplies),受灾情况(disaster situation),0
山洪(flash flood),洪水(flood),161
伤亡人数(number of casualties),洪水(flood),1
受灾报告(disaster report),泥石浿(debris flow),0
汛情(flood situation),强降雿(heavy rain),43
意外事故(accident),内涝(waterlogging),0
灾难(disaster),受灾(affected),88
受灾报告(disaster report),受影响区埿(affected area),0
洪涝(flood),伤亡(casualties),65
洪水(flood),死亡人数(number of death),29
死亡人数(number of death),意外事故(accident),0
危险(danger),危险(danger),0
泥石浿(debris flow),受灾人数(number of victims),11
死亡(death),物资分配(material distribution),0
持续大雨(continued rain),连日大雨(rainy day),1
灾难(disaster),救援(rescue),50
洪水(flood),预警(warning),147
受灾报告(disaster report),暴雨(rainstorm),0
灾害(disaster),洪水(flood),527
受灾(affected),严重(serious),554
相当(quite),泥石浿(debris flow),17
泥石浿(debris flow),受灾报告(disaster report),0
警告(caveat),降雨持续(continued rain),0
破坏(damage),死亡(death),47
降雨连续(continuous rainfall),受灾(affected),0
物资分配(material distribution),强降雿(heavy rain),0
水位暴涨(Water level skyrocketed),预警(warning),2
洪灾(flood),受灾物资(supplies),0
暴雨(rainstorm),意外事故(accident),7
灾难(disaster),连日大雨(rainy day),2
危险(danger),持续大雨(continued rain),0
降雨持续(continued rain),受影响区埿(affected area),0
警告(caveat),持续大雨(continued rain),2
警告(caveat),洪灾(flood),30
受灾人数(number of victims),汛期(flood season),1
洪灾(flood),强降雿(heavy rain),163
连日大雨(rainy day),救援(rescue),3
特大暴雨(heavy rain),连日大雨(rainy day),0
伤亡(casualties),破坏(damage),65
台风(typhoon),强降雿(heavy rain),119
暴雨(rainstorm),破坏(damage),94
受灾人数(number of victims),山洪(flash flood),9
灾情(disaster situation),受灾情况(disaster situation),66
救灾(disaster relief),汛情(flood situation),57
降雨连续(continuous rainfall),警告(caveat),0
汛期(flood season),水位暴涨(Water level skyrocketed),6
警告(caveat),降雨连续(continuous rainfall),0
相当(quite),灾情(disaster situation),15
受灾人数(number of victims),警告(caveat),1
灾害(disaster),连日大雨(rainy day),5
被淹沿(submerged),连续暴雨(continued heavy rain),2
救灾(disaster relief),严重(serious),227
灾害(disaster),受灾情况(disaster situation),34
警告(caveat),受灾人数(number of victims),1
持续大雨(continued rain),预警(warning),2
连日大雨(rainy day),灾害(disaster),5
汛期(flood season),死亡(death),59
灾害(disaster),降雨连续(continuous rainfall),0
受灾人数(number of victims),降雨连续(continuous rainfall),0
灾害(disaster),洪涝(flood),685
预警(warning),山洪(flash flood),172
破坏(damage),受影响区埿(affected area),1
汛期(flood season),灾情(disaster situation),91
降雨连续(continuous rainfall),灾情(disaster situation),0
破坏(damage),伤亡人数(number of casualties),2
汛情(flood situation),物资分配(material distribution),0
持续大雨(continued rain),特大暴雨(heavy rain),0
死亡人数(number of death),灾害(disaster),65
汛情(flood situation),灾难(disaster),5
洪灾(flood),灾难(disaster),86
受灾情况(disaster situation),台风(typhoon),27
伤亡(casualties),洪涝(flood),65
持续大雨(continued rain),物资分配(material distribution),0
意外事故(accident),被淹沿(submerged),0
汛期(flood season),预警(warning),195
泥石浿(debris flow),特大暴雨(heavy rain),19
暴雨(rainstorm),死亡(death),263
受影响区埿(affected area),汛期(flood season),1
伤亡人数(number of casualties),连续暴雨(continued heavy rain),0
灾情(disaster situation),警告(caveat),8
受灾物资(supplies),伤亡人数(number of casualties),0
泥石浿(debris flow),洪灾(flood),108
强降雿(heavy rain),暴雨(rainstorm),279
内涝(waterlogging),严重(serious),186
严重(serious),暴雨成灾(rainstorm),12
警告(caveat),伤亡(casualties),8
被淹沿(submerged),强降雿(heavy rain),14
强降雿(heavy rain),灾难(disaster),40
汛情(flood situation),降雨连续(continuous rainfall),0
危险(danger),降雨连续(continuous rainfall),0
受灾报告(disaster report),受灾情况(disaster situation),0
强降雿(heavy rain),受灾物资(supplies),0
被淹沿(submerged),汛情(flood situation),4
山洪(flash flood),灾难(disaster),32
警告(caveat),汛情(flood situation),0
洪灾(flood),汛期(flood season),92
意外事故(accident),特大暴雨(heavy rain),0
被淹沿(submerged),台风(typhoon),11
降雨持续(continued rain),连日大雨(rainy day),0
连日大雨(rainy day),泥石浿(debris flow),1
强降雿(heavy rain),持续大雨(continued rain),1
内涝(waterlogging),特大暴雨(heavy rain),28
伤亡(casualties),灾情(disaster situation),101
受灾情况(disaster situation),连续暴雨(continued heavy rain),0
洪灾(flood),特大暴雨(heavy rain),54
山洪(flash flood),洪涝(flood),84
台风(typhoon),洪水(flood),242
持续大雨(continued rain),死亡(death),5
汛情(flood situation),危险(danger),21
预警(warning),洪涝(flood),101
死亡(death),伤亡(casualties),106
台风(typhoon),伤亡(casualties),100
连续暴雨(continued heavy rain),预警(warning),9
伤亡人数(number of casualties),洪涝(flood),6
伤亡(casualties),物资分配(material distribution),0
警告(caveat),台风(typhoon),16
汛情(flood situation),受灾报告(disaster report),0
警告(caveat),被淹沿(submerged),8
受灾人数(number of victims),强降雿(heavy rain),12
持续大雨(continued rain),降雨连续(continuous rainfall),0
死亡(death),受灾报告(disaster report),0
汛情(flood situation),救援(rescue),23
死亡(death),预警(warning),89
降雨连续(continuous rainfall),伤亡人数(number of casualties),0
持续大雨(continued rain),灾害(disaster),2
洪水(flood),救援(rescue),170
意外事故(accident),台风(typhoon),6
伤亡(casualties),相当(quite),14
警告(caveat),受灾报告(disaster report),0
山洪(flash flood),受灾物资(supplies),0
破坏(damage),严重(serious),157
水灾(flood),死亡(death),84
受灾物资(supplies),物资分配(material distribution),0
洪涝(flood),受影响区埿(affected area),0
意外事故(accident),灾难(disaster),2
受影响区埿(affected area),物资分配(material distribution),0
连日大雨(rainy day),被淹沿(submerged),3
强降雿(heavy rain),山洪(flash flood),129
灾害(disaster),意外事故(accident),13
暴雨成灾(rainstorm),救灾(disaster relief),1
受灾(affected),山洪(flash flood),114
汛情(flood situation),受灾情况(disaster situation),0
严重(serious),受灾(affected),554
受灾报告(disaster report),暴雨成灾(rainstorm),0
死亡(death),受灾物资(supplies),0
物资分配(material distribution),受灾报告(disaster report),0
相当(quite),救灾(disaster relief),11
降雨连续(continuous rainfall),伤亡(casualties),0
物资分配(material distribution),破坏(damage),0
危险(danger),伤亡(casualties),51
救援(rescue),泥石浿(debris flow),91
受灾报告(disaster report),破坏(damage),0
泥石浿(debris flow),连续暴雨(continued heavy rain),2
泥石浿(debris flow),持续大雨(continued rain),0
救援(rescue),洪涝(flood),72
受灾情况(disaster situation),死亡(death),15
相当(quite),死亡(death),27
受灾(affected),泥石浿(debris flow),148
意外事故(accident),相当(quite),0
内涝(waterlogging),受灾(affected),62
警告(caveat),警告(caveat),0
暴雨(rainstorm),受灾物资(supplies),0
山洪(flash flood),受灾(affected),114
暴雨(rainstorm),受灾情况(disaster situation),34
受灾报告(disaster report),危险(danger),0
危险(danger),意外事故(accident),5
被淹沿(submerged),预警(warning),10
降雨连续(continuous rainfall),泥石浿(debris flow),0
危险(danger),死亡(death),67
救援(rescue),暴雨成灾(rainstorm),11
受灾情况(disaster situation),汛情(flood situation),0
洪涝(flood),意外事故(accident),5
降雨持续(continued rain),内涝(waterlogging),1
灾情(disaster situation),受灾物资(supplies),0
连续暴雨(continued heavy rain),暴雨(rainstorm),19
灾情(disaster situation),灾情(disaster situation),0
洪水(flood),伤亡人数(number of casualties),1
灾害(disaster),受灾(affected),580
伤亡(casualties),汛情(flood situation),22
警告(caveat),受灾物资(supplies),0
受灾物资(supplies),灾情(disaster situation),0
被淹沿(submerged),物资分配(material distribution),0
破坏(damage),灾难(disaster),35
降雨连续(continuous rainfall),强降雿(heavy rain),0
危险(danger),伤亡人数(number of casualties),0
破坏(damage),救援(rescue),36
台风(typhoon),受灾情况(disaster situation),27
灾害(disaster),持续大雨(continued rain),2
受灾(affected),暴雨(rainstorm),437
死亡(death),洪灾(flood),222
受灾人数(number of victims),受灾物资(supplies),0
伤亡人数(number of casualties),连日大雨(rainy day),0
相当(quite),警告(caveat),11
内涝(waterlogging),救援(rescue),28
泥石浿(debris flow),受灾(affected),148
救援(rescue),洪水(flood),170
受灾情况(disaster situation),意外事故(accident),0
水位暴涨(Water level skyrocketed),灾害(disaster),8
救灾(disaster relief),强降雿(heavy rain),90
受影响区埿(affected area),受灾人数(number of victims),0
预警(warning),相当(quite),24
强降雿(heavy rain),受灾情况(disaster situation),16
受灾物资(supplies),暴雨成灾(rainstorm),0
内涝(waterlogging),降雨持续(continued rain),1
泥石浿(debris flow),受灾物资(supplies),0
严重(serious),被淹沿(submerged),29
伤亡(casualties),被淹沿(submerged),3
死亡(death),警告(caveat),29
物资分配(material distribution),暴雨(rainstorm),0
内涝(waterlogging),意外事故(accident),0
伤亡(casualties),救援(rescue),49
意外事故(accident),连日大雨(rainy day),0
特大暴雨(heavy rain),灾情(disaster situation),45
危险(danger),水位暴涨(Water level skyrocketed),3
连日大雨(rainy day),洪涝(flood),2
连续暴雨(continued heavy rain),救灾(disaster relief),5
伤亡(casualties),预警(warning),126
持续大雨(continued rain),连续暴雨(continued heavy rain),0
相当(quite),受灾报告(disaster report),0
泥石浿(debris flow),警告(caveat),9
相当(quite),降雨连续(continuous rainfall),0
受灾人数(number of victims),救援(rescue),10
救灾(disaster relief),警告(caveat),5
受影响区埿(affected area),降雨连续(continuous rainfall),0
灾难(disaster),降雨连续(continuous rainfall),0
水灾(flood),警告(caveat),13
救援(rescue),暴雨(rainstorm),160
死亡人数(number of death),警告(caveat),2
泥石浿(debris flow),泥石浿(debris flow),0
伤亡人数(number of casualties),救灾(disaster relief),4
洪水(flood),受灾(affected),356
死亡(death),强降雿(heavy rain),132
受灾(affected),汛期(flood season),113
灾难(disaster),特大暴雨(heavy rain),12
伤亡人数(number of casualties),伤亡人数(number of casualties),0
被淹沿(submerged),降雨持续(continued rain),0
被淹沿(submerged),持续大雨(continued rain),2
特大暴雨(heavy rain),特大暴雨(heavy rain),0
死亡人数(number of death),破坏(damage),6
灾害(disaster),伤亡人数(number of casualties),12
连日大雨(rainy day),连续暴雨(continued heavy rain),0
降雨连续(continuous rainfall),物资分配(material distribution),0
暴雨成灾(rainstorm),山洪(flash flood),5
洪涝(flood),救援(rescue),72
警告(caveat),救灾(disaster relief),5
汛期(flood season),受灾情况(disaster situation),4
死亡(death),水灾(flood),84
洪灾(flood),危险(danger),77
破坏(damage),水位暴涨(Water level skyrocketed),2
受影响区埿(affected area),意外事故(accident),0
物资分配(material distribution),相当(quite),0
受灾情况(disaster situation),灾害(disaster),34
灾情(disaster situation),降雨持续(continued rain),1
汛期(flood season),洪灾(flood),92
警告(caveat),死亡人数(number of death),2
降雨连续(continuous rainfall),洪灾(flood),0
灾难(disaster),水位暴涨(Water level skyrocketed),1
灾情(disaster situation),危险(danger),45
汛期(flood season),降雨持续(continued rain),3
救灾(disaster relief),内涝(waterlogging),15
预警(warning),受灾物资(supplies),0
物资分配(material distribution),死亡(death),0
伤亡人数(number of casualties),危险(danger),0
降雨连续(continuous rainfall),特大暴雨(heavy rain),0
泥石浿(debris flow),意外事故(accident),3
严重(serious),死亡(death),269
强降雿(heavy rain),警告(caveat),21
台风(typhoon),连日大雨(rainy day),0
受灾人数(number of victims),暴雨(rainstorm),15
连日大雨(rainy day),暴雨成灾(rainstorm),0
洪水(flood),受影响区埿(affected area),2
内涝(waterlogging),伤亡(casualties),18
台风(typhoon),伤亡人数(number of casualties),8
持续大雨(continued rain),受灾物资(supplies),0
洪涝(flood),破坏(damage),41
受灾(affected),汛情(flood situation),45
受灾报告(disaster report),物资分配(material distribution),0
受灾物资(supplies),救援(rescue),0
预警(warning),预警(warning),0
受灾人数(number of victims),受影响区埿(affected area),0
死亡人数(number of death),内涝(waterlogging),1
严重(serious),泥石浿(debris flow),184
汛期(flood season),泥石浿(debris flow),40
山洪(flash flood),意外事故(accident),1
洪灾(flood),暴雨成灾(rainstorm),10
物资分配(material distribution),台风(typhoon),0
救援(rescue),严重(serious),145
特大暴雨(heavy rain),死亡(death),17
台风(typhoon),水位暴涨(Water level skyrocketed),5
受影响区埿(affected area),救灾(disaster relief),0
洪涝(flood),灾难(disaster),22
暴雨(rainstorm),受灾(affected),437
水位暴涨(Water level skyrocketed),持续大雨(continued rain),0
灾害(disaster),物资分配(material distribution),2
汛情(flood situation),水位暴涨(Water level skyrocketed),1
受灾报告(disaster report),救援(rescue),0
降雨持续(continued rain),灾害(disaster),6
连续暴雨(continued heavy rain),泥石浿(debris flow),2
死亡(death),洪水(flood),235
洪灾(flood),救援(rescue),109
水位暴涨(Water level skyrocketed),严重(serious),11
洪灾(flood),受影响区埿(affected area),0
特大暴雨(heavy rain),预警(warning),29
洪灾(flood),受灾报告(disaster report),0
死亡人数(number of death),强降雿(heavy rain),30
救援(rescue),山洪(flash flood),65
特大暴雨(heavy rain),相当(quite),6
破坏(damage),破坏(damage),0
意外事故(accident),持续大雨(continued rain),0
伤亡(casualties),死亡人数(number of death),31
受灾情况(disaster situation),汛期(flood season),4
降雨持续(continued rain),物资分配(material distribution),0
相当(quite),相当(quite),0
相当(quite),水位暴涨(Water level skyrocketed),1
受灾人数(number of victims),持续大雨(continued rain),0
死亡人数(number of death),洪灾(flood),102
汛期(flood season),受灾报告(disaster report),0
暴雨(rainstorm),救援(rescue),160
伤亡(casualties),汛期(flood season),61
水位暴涨(Water level skyrocketed),救灾(disaster relief),5
危险(danger),暴雨(rainstorm),147
暴雨(rainstorm),灾情(disaster situation),238
伤亡人数(number of casualties),被淹沿(submerged),0
死亡人数(number of death),暴雨成灾(rainstorm),1
降雨持续(continued rain),降雨持续(continued rain),0
死亡(death),严重(serious),269
死亡(death),洪涝(flood),122
灾难(disaster),洪灾(flood),86
被淹沿(submerged),特大暴雨(heavy rain),3
强降雿(heavy rain),意外事故(accident),3
暴雨(rainstorm),暴雨成灾(rainstorm),24
破坏(damage),物资分配(material distribution),0
预警(warning),暴雨成灾(rainstorm),0
救援(rescue),特大暴雨(heavy rain),30
受灾(affected),受灾(affected),0
灾害(disaster),死亡(death),284
受灾物资(supplies),危险(danger),0
泥石浿(debris flow),物资分配(material distribution),0
受影响区埿(affected area),伤亡人数(number of casualties),0
灾难(disaster),受灾情况(disaster situation),13
受灾情况(disaster situation),救援(rescue),8
受灾(affected),受灾报告(disaster report),0
连日大雨(rainy day),受灾情况(disaster situation),0
强降雿(heavy rain),降雨连续(continuous rainfall),0
危险(danger),物资分配(material distribution),0
救援(rescue),水位暴涨(Water level skyrocketed),2
救援(rescue),水灾(flood),47
台风(typhoon),救援(rescue),104
受灾人数(number of victims),物资分配(material distribution),0
洪灾(flood),山洪(flash flood),234
物资分配(material distribution),救灾(disaster relief),2
警告(caveat),严重(serious),60
受灾(affected),伤亡人数(number of casualties),4
水位暴涨(Water level skyrocketed),物资分配(material distribution),0
洪水(flood),灾难(disaster),118
严重(serious),强降雿(heavy rain),250
受影响区埿(affected area),警告(caveat),1
连续暴雨(continued heavy rain),受灾人数(number of victims),0
汛期(flood season),意外事故(accident),3
山洪(flash flood),预警(warning),172
受灾(affected),内涝(waterlogging),62
内涝(waterlogging),内涝(waterlogging),0
暴雨(rainstorm),被淹沿(submerged),32
警告(caveat),连续暴雨(continued heavy rain),0
泥石浿(debris flow),暴雨(rainstorm),209
灾情(disaster situation),严重(serious),293
灾难(disaster),持续大雨(continued rain),5
暴雨(rainstorm),伤亡人数(number of casualties),1
特大暴雨(heavy rain),台风(typhoon),52
警告(caveat),汛期(flood season),3
受灾人数(number of victims),水位暴涨(Water level skyrocketed),0
泥石浿(debris flow),灾难(disaster),58
救援(rescue),相当(quite),19
死亡(death),受灾(affected),261
内涝(waterlogging),死亡(death),19
连续暴雨(continued heavy rain),警告(caveat),0
强降雿(heavy rain),死亡(death),132
水位暴涨(Water level skyrocketed),死亡人数(number of death),0
意外事故(accident),伤亡(casualties),6
伤亡人数(number of casualties),暴雨(rainstorm),1
被淹沿(submerged),汛期(flood season),5
破坏(damage),特大暴雨(heavy rain),14
灾情(disaster situation),相当(quite),15
暴雨(rainstorm),伤亡(casualties),116
被淹沿(submerged),灾情(disaster situation),14
危险(danger),灾难(disaster),45
受灾情况(disaster situation),内涝(waterlogging),1
洪灾(flood),物资分配(material distribution),0
洪水(flood),连续暴雨(continued heavy rain),8
降雨持续(continued rain),山洪(flash flood),3
降雨连续(continuous rainfall),受灾物资(supplies),0
受影响区埿(affected area),汛情(flood situation),1
被淹沿(submerged),死亡(death),23
泥石浿(debris flow),汛期(flood season),40
受灾(affected),暴雨成灾(rainstorm),11
暴雨(rainstorm),泥石浿(debris flow),209
受影响区埿(affected area),严重(serious),1
灾害(disaster),灾情(disaster situation),317
死亡(death),特大暴雨(heavy rain),17
灾情(disaster situation),水位暴涨(Water level skyrocketed),4
伤亡人数(number of casualties),汛期(flood season),0
洪灾(flood),预警(warning),147
连续暴雨(continued heavy rain),死亡人数(number of death),0
强降雿(heavy rain),受影响区埿(affected area),0
灾情(disaster situation),连续暴雨(continued heavy rain),5
受灾情况(disaster situation),特大暴雨(heavy rain),4
暴雨成灾(rainstorm),预警(warning),0
连日大雨(rainy day),受灾报告(disaster report),0
降雨连续(continuous rainfall),降雨连续(continuous rainfall),0
预警(warning),连续暴雨(continued heavy rain),9
意外事故(accident),山洪(flash flood),1
受灾人数(number of victims),汛情(flood situation),0
灾难(disaster),受灾报告(disaster report),0
水灾(flood),灾害(disaster),151
救援(rescue),警告(caveat),17
洪涝(flood),水位暴涨(Water level skyrocketed),0
救灾(disaster relief),汛期(flood season),80
死亡人数(number of death),相当(quite),8
受灾报告(disaster report),灾情(disaster situation),0
预警(warning),连日大雨(rainy day),0
相当(quite),被淹沿(submerged),10
山洪(flash flood),受灾人数(number of victims),9
水位暴涨(Water level skyrocketed),受灾人数(number of victims),0
汛期(flood season),伤亡(casualties),61
洪灾(flood),意外事故(accident),1
暴雨(rainstorm),危险(danger),147
台风(typhoon),预警(warning),203
泥石浿(debris flow),台风(typhoon),98
救援(rescue),救灾(disaster relief),128
洪涝(flood),强降雿(heavy rain),127
危险(danger),降雨持续(continued rain),2
洪灾(flood),内涝(waterlogging),27
被淹沿(submerged),伤亡(casualties),3
受灾人数(number of victims),死亡人数(number of death),0
危险(danger),救援(rescue),89
意外事故(accident),水位暴涨(Water level skyrocketed),0
洪涝(flood),受灾人数(number of victims),4
严重(serious),洪涝(flood),384
死亡人数(number of death),受灾(affected),80
台风(typhoon),受灾物资(supplies),0
水灾(flood),山洪(flash flood),31
灾难(disaster),灾害(disaster),102
连日大雨(rainy day),洪水(flood),6
连日大雨(rainy day),降雨持续(continued rain),0
水位暴涨(Water level skyrocketed),汛期(flood season),6
物资分配(material distribution),救援(rescue),0
水灾(flood),持续大雨(continued rain),2
危险(danger),汛情(flood situation),21
破坏(damage),水灾(flood),25
连续暴雨(continued heavy rain),灾难(disaster),0
灾害(disaster),救灾(disaster relief),379
受灾(affected),降雨连续(continuous rainfall),0
破坏(damage),强降雿(heavy rain),37
灾情(disaster situation),受灾报告(disaster report),0
破坏(damage),内涝(waterlogging),33
台风(typhoon),降雨连续(continuous rainfall),0
台风(typhoon),台风(typhoon),0
特大暴雨(heavy rain),降雨持续(continued rain),3
水灾(flood),暴雨(rainstorm),116
受影响区埿(affected area),灾情(disaster situation),0
死亡(death),意外事故(accident),6
死亡(death),灾难(disaster),84
严重(serious),灾难(disaster),92
强降雿(heavy rain),伤亡(casualties),53
降雨持续(continued rain),受灾物资(supplies),0
被淹沿(submerged),被淹沿(submerged),0
暴雨成灾(rainstorm),连日大雨(rainy day),0
持续大雨(continued rain),洪水(flood),7
台风(typhoon),汛情(flood situation),46
灾难(disaster),受影响区埿(affected area),0
连续暴雨(continued heavy rain),洪灾(flood),4
灾害(disaster),台风(typhoon),494
强降雿(heavy rain),连日大雨(rainy day),1
降雨持续(continued rain),洪水(flood),2
山洪(flash flood),危险(danger),89
暴雨(rainstorm),连续暴雨(continued heavy rain),19
暴雨(rainstorm),特大暴雨(heavy rain),213
伤亡(casualties),暴雨(rainstorm),116
内涝(waterlogging),水灾(flood),12
灾难(disaster),预警(warning),26
暴雨成灾(rainstorm),洪灾(flood),10
持续大雨(continued rain),受灾(affected),4
水灾(flood),洪灾(flood),79
灾情(disaster situation),山洪(flash flood),84
山洪(flash flood),伤亡(casualties),52
灾难(disaster),破坏(damage),35
破坏(damage),意外事故(accident),3
伤亡人数(number of casualties),警告(caveat),0
降雨持续(continued rain),汛期(flood season),3
受灾人数(number of victims),受灾情况(disaster situation),1
降雨持续(continued rain),台风(typhoon),2
受灾报告(disaster report),受灾物资(supplies),0
洪灾(flood),伤亡人数(number of casualties),6
洪灾(flood),相当(quite),33
暴雨成灾(rainstorm),受灾报告(disaster report),0
伤亡人数(number of casualties),伤亡(casualties),12
相当(quite),山洪(flash flood),12
洪水(flood),受灾报告(disaster report),0
物资分配(material distribution),水位暴涨(Water level skyrocketed),0
受灾情况(disaster situation),强降雿(heavy rain),16
相当(quite),暴雨成灾(rainstorm),1
死亡人数(number of death),受灾报告(disaster report),0
严重(serious),受灾人数(number of victims),15
受影响区埿(affected area),洪涝(flood),0
洪水(flood),灾害(disaster),527
受灾人数(number of victims),内涝(waterlogging),0
受灾(affected),受灾情况(disaster situation),66
灾情(disaster situation),救灾(disaster relief),193
水灾(flood),受灾物资(supplies),0
降雨持续(continued rain),严重(serious),5
死亡人数(number of death),水灾(flood),6
水位暴涨(Water level skyrocketed),被淹沿(submerged),3
被淹沿(submerged),降雨连续(continuous rainfall),0
相当(quite),降雨持续(continued rain),0
内涝(waterlogging),受灾情况(disaster situation),1
相当(quite),暴雨(rainstorm),59
警告(caveat),暴雨(rainstorm),39
洪涝(flood),内涝(waterlogging),103
严重(serious),死亡人数(number of death),54
受灾情况(disaster situation),灾难(disaster),13
连续暴雨(continued heavy rain),死亡(death),3
受灾情况(disaster situation),持续大雨(continued rain),0
受灾情况(disaster situation),连日大雨(rainy day),0
内涝(waterlogging),山洪(flash flood),47
降雨持续(continued rain),汛情(flood situation),0
伤亡人数(number of casualties),灾情(disaster situation),4
汛情(flood situation),洪灾(flood),45
连日大雨(rainy day),严重(serious),10
死亡(death),灾情(disaster situation),155
强降雿(heavy rain),汛情(flood situation),43
特大暴雨(heavy rain),受灾情况(disaster situation),4
受灾情况(disaster situation),受影响区埿(affected area),0
警告(caveat),相当(quite),11
物资分配(material distribution),水灾(flood),0
连续暴雨(continued heavy rain),物资分配(material distribution),0
洪涝(flood),伤亡人数(number of casualties),6
危险(danger),被淹沿(submerged),25
危险(danger),死亡人数(number of death),14
受影响区埿(affected area),洪水(flood),2
救援(rescue),死亡人数(number of death),18
泥石浿(debris flow),降雨持续(continued rain),2
水灾(flood),连日大雨(rainy day),1
洪涝(flood),死亡(death),122
受灾报告(disaster report),洪灾(flood),0
持续大雨(continued rain),洪涝(flood),1
内涝(waterlogging),伤亡人数(number of casualties),0
死亡人数(number of death),降雨连续(continuous rainfall),0
严重(serious),内涝(waterlogging),186
伤亡(casualties),洪水(flood),78
受影响区埿(affected area),受灾(affected),0
台风(typhoon),危险(danger),88
降雨持续(continued rain),洪涝(flood),3
台风(typhoon),受影响区埿(affected area),0
受灾报告(disaster report),水灾(flood),0
暴雨成灾(rainstorm),受影响区埿(affected area),0
洪涝(flood),灾害(disaster),685
受灾情况(disaster situation),山洪(flash flood),5
灾害(disaster),水灾(flood),151
危险(danger),泥石浿(debris flow),101
水位暴涨(Water level skyrocketed),暴雨成灾(rainstorm),0
连日大雨(rainy day),预警(warning),0
死亡人数(number of death),预警(warning),23
降雨持续(continued rain),灾难(disaster),1
水位暴涨(Water level skyrocketed),危险(danger),3
受灾物资(supplies),山洪(flash flood),0
伤亡(casualties),降雨连续(continuous rainfall),0
暴雨(rainstorm),受影响区埿(affected area),1
水灾(flood),相当(quite),18
山洪(flash flood),相当(quite),12
灾害(disaster),伤亡(casualties),248
死亡人数(number of death),暴雨(rainstorm),55
降雨连续(continuous rainfall),被淹沿(submerged),0
受灾(affected),连日大雨(rainy day),2
特大暴雨(heavy rain),危险(danger),17
灾害(disaster),汛情(flood situation),123
连日大雨(rainy day),特大暴雨(heavy rain),0
物资分配(material distribution),内涝(waterlogging),0
意外事故(accident),洪灾(flood),1
意外事故(accident),受灾物资(supplies),0
预警(warning),死亡人数(number of death),23
洪水(flood),降雨持续(continued rain),2
水灾(flood),灾难(disaster),42
救援(rescue),台风(typhoon),104
物资分配(material distribution),汛期(flood season),0
山洪(flash flood),内涝(waterlogging),47
受灾情况(disaster situation),严重(serious),38
特大暴雨(heavy rain),洪灾(flood),54
受灾物资(supplies),预警(warning),0
受灾(affected),受影响区埿(affected area),0
伤亡人数(number of casualties),暴雨成灾(rainstorm),0
内涝(waterlogging),暴雨成灾(rainstorm),0
泥石浿(debris flow),救灾(disaster relief),94
水位暴涨(Water level skyrocketed),意外事故(accident),0
灾情(disaster situation),意外事故(accident),3
连日大雨(rainy day),受影响区埿(affected area),0
汛期(flood season),被淹沿(submerged),5
受灾物资(supplies),死亡人数(number of death),0
洪涝(flood),泥石浿(debris flow),84
降雨持续(continued rain),警告(caveat),0
内涝(waterlogging),连日大雨(rainy day),0
受灾人数(number of victims),台风(typhoon),1
山洪(flash flood),泥石浿(debris flow),151
破坏(damage),被淹沿(submerged),14
暴雨成灾(rainstorm),被淹沿(submerged),3
相当(quite),特大暴雨(heavy rain),6
受影响区埿(affected area),内涝(waterlogging),0
物资分配(material distribution),暴雨成灾(rainstorm),0
特大暴雨(heavy rain),伤亡(casualties),19
伤亡(casualties),受灾情况(disaster situation),6
受影响区埿(affected area),持续大雨(continued rain),0
相当(quite),死亡人数(number of death),8
意外事故(accident),受灾人数(number of victims),0
严重(serious),汛期(flood season),248
受灾物资(supplies),受灾报告(disaster report),0
预警(warning),灾情(disaster situation),112
洪灾(flood),死亡(death),222
汛情(flood situation),汛期(flood season),79
救灾(disaster relief),受灾报告(disaster report),0
山洪(flash flood),连续暴雨(continued heavy rain),5
灾难(disaster),灾难(disaster),0
受灾(affected),相当(quite),32
破坏(damage),台风(typhoon),78
洪水(flood),汛情(flood situation),78
受灾(affected),洪涝(flood),318
死亡(death),连日大雨(rainy day),5
受灾情况(disaster situation),洪灾(flood),31
救援(rescue),持续大雨(continued rain),3
洪涝(flood),洪涝(flood),0
降雨持续(continued rain),洪灾(flood),2
降雨连续(continuous rainfall),救灾(disaster relief),0
救援(rescue),灾情(disaster situation),94
死亡人数(number of death),伤亡人数(number of casualties),7
降雨连续(continuous rainfall),暴雨(rainstorm),0
受灾情况(disaster situation),受灾报告(disaster report),0
破坏(damage),预警(warning),81
警告(caveat),灾情(disaster situation),8
强降雿(heavy rain),伤亡人数(number of casualties),1
内涝(waterlogging),持续大雨(continued rain),0
汛期(flood season),内涝(waterlogging),126
汛期(flood season),暴雨(rainstorm),256
台风(typhoon),降雨持续(continued rain),2
伤亡(casualties),连日大雨(rainy day),1
危险(danger),受灾物资(supplies),0
连续暴雨(continued heavy rain),灾害(disaster),12
