term1,term2,count
devastation,global warming,0
devastation,intense rainfall,0
devastation,precipitation,0
devastation,moisture,0
devastation,natural disaster,0
devastation,noaa,0
devastation,rain,0
devastation,rainfall,0
devastation,river,1
devastation,sea levels,0
devastation,special flood hazard area,0
devastation,storm,2
devastation,storm intensity,0
devastation,swamped,0
devastation,thunder storm,0
devastation,torrential rain,0
devastation,weather,2
devastation,wet,0
devastation,wetter,0
devastating,alarm,0
devastating,action plan,0
devastating,active resources,0
devastating,effect,1
devastating,affected area,0
devastating,agency,0
devastating,agency dispatch,0
devastating,agency executive,0
devastating,agency administrator,0
devastating,after action report,0
devastating,after action review,0
devastating,alert level,0
devastating,allocated resources,0
devastating,assigned resources,0
devastating,available resources,0
devastating,contingency plan,0
devastating,death,0
devastating,devastation,1
devastating,devastating,0
devastating,died,0
devastating,disaster,1
devastating,disasters,2
devastating,extreme,3
devastating,hazard,0
devastating,killed,2
devastating,base flood,0
devastating,base flood elevation,0
devastating,flash flood,0
devastating,flooded homes,0
devastating,flooded cars,0
devastating,flood classification,0
devastating,flood crest,0
devastating,flood depth,0
devastating,flood elevation,0
devastating,flood elevation study,0
devastating,flood hazard level,0
devastating,flood insurance rate map,0
devastating,flood insurance study,0
devastating,flood mitigation assistance,0
devastating,flood of record,0
devastating,floodplain,0
devastating,floodplain fill,0
devastating,flood-proofing,0
devastating,flood stage,0
devastating,floodway,0
devastating,atmospheric moisture,0
devastating,climate change,0
devastating,crest,0
devastating,downpours,0
devastating,extreme rainfall,0
devastating,global warming,0
devastating,intense rainfall,0
devastating,precipitation,0
devastating,moisture,0
devastating,natural disaster,0
devastating,noaa,0
devastating,rain,0
devastating,rainfall,1
devastating,river,0
devastating,sea levels,0
devastating,special flood hazard area,0
devastating,storm,3
devastating,storm intensity,0
devastating,swamped,0
devastating,thunder storm,0
devastating,torrential rain,0
devastating,weather,4
devastating,wet,0
devastating,wetter,0
died,alarm,0
died,action plan,0
died,active resources,0
died,effect,0
died,affected area,0
died,agency,0
died,agency dispatch,0
died,agency executive,0
died,agency administrator,0
died,after action report,0
died,after action review,0
died,alert level,0
died,allocated resources,0
died,assigned resources,0
died,available resources,0
died,contingency plan,0
died,death,0
died,devastation,0
died,devastating,0
died,died,0
died,disaster,0
died,disasters,1
died,extreme,0
died,hazard,0
died,killed,0
died,base flood,0
died,base flood elevation,0
died,flash flood,0
died,flooded homes,0
died,flooded cars,0
died,flood classification,0
died,flood crest,0
died,flood depth,0
died,flood elevation,0
died,flood elevation study,0
died,flood hazard level,0
died,flood insurance rate map,0
died,flood insurance study,0
died,flood mitigation assistance,0
died,flood of record,0
died,floodplain,0
died,floodplain fill,0
died,flood-proofing,0
died,flood stage,0
died,floodway,0
died,atmospheric moisture,0
died,climate change,0
died,crest,0
died,downpours,0
died,extreme rainfall,0
died,global warming,0
died,intense rainfall,0
died,precipitation,0
died,moisture,0
died,natural disaster,0
died,noaa,0
died,rain,3
died,rainfall,1
died,river,2
died,sea levels,0
died,special flood hazard area,0
died,storm,2
died,storm intensity,0
died,swamped,0
died,thunder storm,0
died,torrential rain,0
died,weather,1
died,wet,0
died,wetter,0
disaster,alarm,0
disaster,action plan,0
disaster,active resources,0
disaster,effect,0
disaster,affected area,0
disaster,agency,0
disaster,agency dispatch,0
disaster,agency executive,0
disaster,agency administrator,0
disaster,after action report,0
disaster,after action review,0
disaster,alert level,0
disaster,allocated resources,0
disaster,assigned resources,0
disaster,available resources,0
disaster,contingency plan,0
disaster,death,0
disaster,devastation,2
disaster,devastating,1
disaster,died,0
disaster,disaster,0
disaster,disasters,2
disaster,extreme,1
disaster,hazard,0
disaster,killed,1
disaster,base flood,0
disaster,base flood elevation,0
disaster,flash flood,0
disaster,flooded homes,0
disaster,flooded cars,0
disaster,flood classification,0
disaster,flood crest,0
disaster,flood depth,0
disaster,flood elevation,0
disaster,flood elevation study,0
disaster,flood hazard level,0
disaster,flood insurance rate map,0
disaster,flood insurance study,0
disaster,flood mitigation assistance,0
disaster,flood of record,0
disaster,floodplain,0
disaster,floodplain fill,0
disaster,flood-proofing,0
disaster,flood stage,0
disaster,floodway,0
disaster,atmospheric moisture,0
disaster,climate change,0
disaster,crest,0
disaster,downpours,0
disaster,extreme rainfall,0
disaster,global warming,0
disaster,intense rainfall,0
disaster,precipitation,0
disaster,moisture,0
disaster,natural disaster,0
disaster,noaa,0
disaster,rain,0
disaster,rainfall,0
disaster,river,1
disaster,sea levels,0
disaster,special flood hazard area,0
disaster,storm,3
disaster,storm intensity,0
disaster,swamped,0
disaster,thunder storm,0
disaster,torrential rain,0
disaster,weather,1
disaster,wet,0
disaster,wetter,0
disasters,alarm,0
disasters,action plan,0
disasters,active resources,0
disasters,effect,1
disasters,affected area,0
disasters,agency,0
disasters,agency dispatch,0
disasters,agency executive,0
disasters,agency administrator,0
disasters,after action report,0
disasters,after action review,0
disasters,alert level,0
disasters,allocated resources,0
disasters,assigned resources,0
disasters,available resources,0
disasters,contingency plan,0
disasters,death,0
disasters,devastation,1
disasters,devastating,2
disasters,died,1
disasters,disaster,2
disasters,disasters,0
disasters,extreme,2
disasters,hazard,0
disasters,killed,2
disasters,base flood,0
disasters,base flood elevation,0
disasters,flash flood,0
disasters,flooded homes,0
disasters,flooded cars,0
disasters,flood classification,0
disasters,flood crest,0
disasters,flood depth,0
disasters,flood elevation,0
disasters,flood elevation study,0
disasters,flood hazard level,0
disasters,flood insurance rate map,0
disasters,flood insurance study,0
disasters,flood mitigation assistance,0
disasters,flood of record,0
disasters,floodplain,0
disasters,floodplain fill,0
disasters,flood-proofing,0
disasters,flood stage,0
disasters,floodway,0
disasters,atmospheric moisture,0
disasters,climate change,0
disasters,crest,0
disasters,downpours,0
disasters,extreme rainfall,0
disasters,global warming,0
disasters,intense rainfall,0
disasters,precipitation,0
disasters,moisture,0
disasters,natural disaster,0
disasters,noaa,0
disasters,rain,1
disasters,rainfall,0
disasters,river,1
disasters,sea levels,0
disasters,special flood hazard area,0
disasters,storm,2
disasters,storm intensity,0
disasters,swamped,0
disasters,thunder storm,0
disasters,torrential rain,0
disasters,weather,2
disasters,wet,0
disasters,wetter,0
extreme,alarm,0
extreme,action plan,0
extreme,active resources,0
extreme,effect,1
extreme,affected area,0
extreme,agency,0
extreme,agency dispatch,0
extreme,agency executive,0
extreme,agency administrator,0
extreme,after action report,0
extreme,after action review,0
extreme,alert level,0
extreme,allocated resources,0
extreme,assigned resources,0
extreme,available resources,0
extreme,contingency plan,0
extreme,death,0
extreme,devastation,1
extreme,devastating,3
extreme,died,0
extreme,disaster,1
extreme,disasters,2
extreme,extreme,0
extreme,hazard,0
extreme,killed,1
extreme,base flood,0
extreme,base flood elevation,0
extreme,flash flood,0
extreme,flooded homes,0
extreme,flooded cars,0
extreme,flood classification,0
extreme,flood crest,0
extreme,flood depth,0
extreme,flood elevation,0
extreme,flood elevation study,0
extreme,flood hazard level,0
extreme,flood insurance rate map,0
extreme,flood insurance study,0
extreme,flood mitigation assistance,0
extreme,flood of record,0
extreme,floodplain,0
extreme,floodplain fill,0
extreme,flood-proofing,0
extreme,flood stage,0
extreme,floodway,0
extreme,atmospheric moisture,0
extreme,climate change,0
extreme,crest,0
extreme,downpours,0
extreme,extreme rainfall,0
extreme,global warming,0
extreme,intense rainfall,0
extreme,precipitation,0
extreme,moisture,0
extreme,natural disaster,0
extreme,noaa,0
extreme,rain,0
extreme,rainfall,1
extreme,river,0
extreme,sea levels,0
extreme,special flood hazard area,0
extreme,storm,3
extreme,storm intensity,0
extreme,swamped,0
extreme,thunder storm,0
extreme,torrential rain,0
extreme,weather,4
extreme,wet,0
extreme,wetter,0
hazard,alarm,0
hazard,action plan,0
hazard,active resources,0
hazard,effect,0
hazard,affected area,0
hazard,agency,0
hazard,agency dispatch,0
hazard,agency executive,0
hazard,agency administrator,0
hazard,after action report,0
hazard,after action review,0
hazard,alert level,0
hazard,allocated resources,0
hazard,assigned resources,0
hazard,available resources,0
hazard,contingency plan,0
hazard,death,0
hazard,devastation,0
hazard,devastating,0
hazard,died,0
hazard,disaster,0
hazard,disasters,0
hazard,extreme,0
hazard,hazard,0
hazard,killed,0
hazard,base flood,0
hazard,base flood elevation,0
hazard,flash flood,0
hazard,flooded homes,0
hazard,flooded cars,0
hazard,flood classification,0
hazard,flood crest,0
hazard,flood depth,0
hazard,flood elevation,0
hazard,flood elevation study,0
hazard,flood hazard level,0
hazard,flood insurance rate map,0
hazard,flood insurance study,0
hazard,flood mitigation assistance,0
hazard,flood of record,0
hazard,floodplain,0
hazard,floodplain fill,0
hazard,flood-proofing,0
hazard,flood stage,0
hazard,floodway,0
hazard,atmospheric moisture,0
hazard,climate change,0
hazard,crest,0
hazard,downpours,0
hazard,extreme rainfall,0
hazard,global warming,0
hazard,intense rainfall,0
hazard,precipitation,0
hazard,moisture,0
hazard,natural disaster,0
hazard,noaa,0
hazard,rain,0
hazard,rainfall,0
hazard,river,0
hazard,sea levels,0
hazard,special flood hazard area,0
hazard,storm,0
hazard,storm intensity,0
hazard,swamped,0
hazard,thunder storm,0
hazard,torrential rain,0
hazard,weather,0
hazard,wet,0
hazard,wetter,0
killed,alarm,0
killed,action plan,0
killed,active resources,0
killed,effect,1
killed,affected area,0
killed,agency,0
killed,agency dispatch,0
killed,agency executive,0
killed,agency administrator,0
killed,after action report,0
killed,after action review,0
killed,alert level,0
killed,allocated resources,0
killed,assigned resources,0
killed,available resources,0
killed,contingency plan,0
killed,death,0
killed,devastation,1
killed,devastating,2
killed,died,0
killed,disaster,1
killed,disasters,2
killed,extreme,1
killed,hazard,0
killed,killed,0
killed,base flood,0
killed,base flood elevation,0
killed,flash flood,0
killed,flooded homes,0
killed,flooded cars,0
killed,flood classification,0
killed,flood crest,0
killed,flood depth,0
killed,flood elevation,0
killed,flood elevation study,0
killed,flood hazard level,0
killed,flood insurance rate map,0
killed,flood insurance study,0
killed,flood mitigation assistance,0
killed,flood of record,0
killed,floodplain,0
killed,floodplain fill,0
killed,flood-proofing,0
killed,flood stage,0
killed,floodway,0
killed,atmospheric moisture,0
killed,climate change,0
killed,crest,0
killed,downpours,0
killed,extreme rainfall,0
killed,global warming,0
killed,intense rainfall,0
killed,precipitation,0
killed,moisture,0
killed,natural disaster,0
killed,noaa,0
killed,rain,0
killed,rainfall,0
killed,river,0
killed,sea levels,0
killed,special flood hazard area,0
killed,storm,1
killed,storm intensity,0
killed,swamped,0
killed,thunder storm,0
killed,torrential rain,0
killed,weather,3
killed,wet,0
killed,wetter,0
base flood,alarm,0
base flood,action plan,0
base flood,active resources,0
base flood,effect,0
base flood,affected area,0
base flood,agency,0
base flood,agency dispatch,0
base flood,agency executive,0
base flood,agency administrator,0
base flood,after action report,0
base flood,after action review,0
base flood,alert level,0
base flood,allocated resources,0
base flood,assigned resources,0
base flood,available resources,0
base flood,contingency plan,0
base flood,death,0
base flood,devastation,0
base flood,devastating,0
base flood,died,0
base flood,disaster,0
base flood,disasters,0
base flood,extreme,0
base flood,hazard,0
base flood,killed,0
base flood,base flood,0
base flood,base flood elevation,0
base flood,flash flood,0
base flood,flooded homes,0
base flood,flooded cars,0
base flood,flood classification,0
base flood,flood crest,0
base flood,flood depth,0
base flood,flood elevation,0
base flood,flood elevation study,0
base flood,flood hazard level,0
base flood,flood insurance rate map,0
base flood,flood insurance study,0
base flood,flood mitigation assistance,0
base flood,flood of record,0
base flood,floodplain,0
base flood,floodplain fill,0
base flood,flood-proofing,0
base flood,flood stage,0
base flood,floodway,0
base flood,atmospheric moisture,0
base flood,climate change,0
base flood,crest,0
base flood,downpours,0
base flood,extreme rainfall,0
base flood,global warming,0
base flood,intense rainfall,0
base flood,precipitation,0
base flood,moisture,0
base flood,natural disaster,0
base flood,noaa,0
base flood,rain,0
base flood,rainfall,0
base flood,river,0
base flood,sea levels,0
base flood,special flood hazard area,0
base flood,storm,0
base flood,storm intensity,0
base flood,swamped,0
base flood,thunder storm,0
base flood,torrential rain,0
base flood,weather,0
base flood,wet,0
base flood,wetter,0
base flood elevation,alarm,0
base flood elevation,action plan,0
base flood elevation,active resources,0
base flood elevation,effect,0
base flood elevation,affected area,0
base flood elevation,agency,0
base flood elevation,agency dispatch,0
base flood elevation,agency executive,0
base flood elevation,agency administrator,0
base flood elevation,after action report,0
base flood elevation,after action review,0
base flood elevation,alert level,0
base flood elevation,allocated resources,0
base flood elevation,assigned resources,0
base flood elevation,available resources,0
base flood elevation,contingency plan,0
base flood elevation,death,0
base flood elevation,devastation,0
base flood elevation,devastating,0
base flood elevation,died,0
base flood elevation,disaster,0
base flood elevation,disasters,0
base flood elevation,extreme,0
base flood elevation,hazard,0
base flood elevation,killed,0
base flood elevation,base flood,0
base flood elevation,base flood elevation,0
base flood elevation,flash flood,0
base flood elevation,flooded homes,0
base flood elevation,flooded cars,0
base flood elevation,flood classification,0
base flood elevation,flood crest,0
base flood elevation,flood depth,0
base flood elevation,flood elevation,0
base flood elevation,flood elevation study,0
base flood elevation,flood hazard level,0
base flood elevation,flood insurance rate map,0
base flood elevation,flood insurance study,0
base flood elevation,flood mitigation assistance,0
base flood elevation,flood of record,0
base flood elevation,floodplain,0
base flood elevation,floodplain fill,0
base flood elevation,flood-proofing,0
base flood elevation,flood stage,0
base flood elevation,floodway,0
base flood elevation,atmospheric moisture,0
base flood elevation,climate change,0
base flood elevation,crest,0
base flood elevation,downpours,0
base flood elevation,extreme rainfall,0
base flood elevation,global warming,0
base flood elevation,intense rainfall,0
base flood elevation,precipitation,0
base flood elevation,moisture,0
base flood elevation,natural disaster,0
base flood elevation,noaa,0
base flood elevation,rain,0
base flood elevation,rainfall,0
base flood elevation,river,0
base flood elevation,sea levels,0
base flood elevation,special flood hazard area,0
base flood elevation,storm,0
base flood elevation,storm intensity,0
base flood elevation,swamped,0
base flood elevation,thunder storm,0
base flood elevation,torrential rain,0
base flood elevation,weather,0
base flood elevation,wet,0
base flood elevation,wetter,0
flash flood,alarm,0
flash flood,action plan,0
flash flood,active resources,0
flash flood,effect,0
flash flood,affected area,0
flash flood,agency,0
flash flood,agency dispatch,0
flash flood,agency executive,0
flash flood,agency administrator,0
flash flood,after action report,0
flash flood,after action review,0
flash flood,alert level,0
flash flood,allocated resources,0
flash flood,assigned resources,0
flash flood,available resources,0
flash flood,contingency plan,0
flash flood,death,0
flash flood,devastation,0
flash flood,devastating,0
flash flood,died,0
flash flood,disaster,0
flash flood,disasters,0
flash flood,extreme,0
flash flood,hazard,0
flash flood,killed,0
flash flood,base flood,0
flash flood,base flood elevation,0
flash flood,flash flood,0
flash flood,flooded homes,0
flash flood,flooded cars,0
flash flood,flood classification,0
flash flood,flood crest,0
flash flood,flood depth,0
flash flood,flood elevation,0
flash flood,flood elevation study,0
flash flood,flood hazard level,0
flash flood,flood insurance rate map,0
flash flood,flood insurance study,0
flash flood,flood mitigation assistance,0
flash flood,flood of record,0
flash flood,floodplain,0
flash flood,floodplain fill,0
flash flood,flood-proofing,0
flash flood,flood stage,0
flash flood,floodway,0
flash flood,atmospheric moisture,0
flash flood,climate change,0
flash flood,crest,0
flash flood,downpours,0
flash flood,extreme rainfall,0
flash flood,global warming,0
flash flood,intense rainfall,0
flash flood,precipitation,0
flash flood,moisture,0
flash flood,natural disaster,0
flash flood,noaa,0
flash flood,rain,0
flash flood,rainfall,0
flash flood,river,0
flash flood,sea levels,0
flash flood,special flood hazard area,0
flash flood,storm,0
flash flood,storm intensity,0
flash flood,swamped,0
flash flood,thunder storm,0
flash flood,torrential rain,0
flash flood,weather,0
flash flood,wet,0
flash flood,wetter,0
flooded homes,alarm,0
flooded homes,action plan,0
flooded homes,active resources,0
flooded homes,effect,0
flooded homes,affected area,0
flooded homes,agency,0
flooded homes,agency dispatch,0
flooded homes,agency executive,0
flooded homes,agency administrator,0
flooded homes,after action report,0
flooded homes,after action review,0
flooded homes,alert level,0
flooded homes,allocated resources,0
flooded homes,assigned resources,0
flooded homes,available resources,0
flooded homes,contingency plan,0
flooded homes,death,0
flooded homes,devastation,0
flooded homes,devastating,0
flooded homes,died,0
flooded homes,disaster,0
flooded homes,disasters,0
flooded homes,extreme,0
flooded homes,hazard,0
flooded homes,killed,0
flooded homes,base flood,0
flooded homes,base flood elevation,0
flooded homes,flash flood,0
flooded homes,flooded homes,0
flooded homes,flooded cars,0
flooded homes,flood classification,0
flooded homes,flood crest,0
flooded homes,flood depth,0
flooded homes,flood elevation,0
flooded homes,flood elevation study,0
flooded homes,flood hazard level,0
flooded homes,flood insurance rate map,0
flooded homes,flood insurance study,0
flooded homes,flood mitigation assistance,0
flooded homes,flood of record,0
flooded homes,floodplain,0
flooded homes,floodplain fill,0
flooded homes,flood-proofing,0
flooded homes,flood stage,0
flooded homes,floodway,0
flooded homes,atmospheric moisture,0
flooded homes,climate change,0
flooded homes,crest,0
flooded homes,downpours,0
flooded homes,extreme rainfall,0
flooded homes,global warming,0
flooded homes,intense rainfall,0
flooded homes,precipitation,0
flooded homes,moisture,0
flooded homes,natural disaster,0
flooded homes,noaa,0
flooded homes,rain,0
flooded homes,rainfall,0
flooded homes,river,0
flooded homes,sea levels,0
flooded homes,special flood hazard area,0
flooded homes,storm,0
flooded homes,storm intensity,0
flooded homes,swamped,0
flooded homes,thunder storm,0
flooded homes,torrential rain,0
flooded homes,weather,0
flooded homes,wet,0
flooded homes,wetter,0
flooded cars,alarm,0
flooded cars,action plan,0
flooded cars,active resources,0
flooded cars,effect,0
flooded cars,affected area,0
flooded cars,agency,0
flooded cars,agency dispatch,0
flooded cars,agency executive,0
flooded cars,agency administrator,0
flooded cars,after action report,0
flooded cars,after action review,0
flooded cars,alert level,0
flooded cars,allocated resources,0
flooded cars,assigned resources,0
flooded cars,available resources,0
flooded cars,contingency plan,0
flooded cars,death,0
flooded cars,devastation,0
flooded cars,devastating,0
flooded cars,died,0
flooded cars,disaster,0
flooded cars,disasters,0
flooded cars,extreme,0
flooded cars,hazard,0
flooded cars,killed,0
flooded cars,base flood,0
flooded cars,base flood elevation,0
flooded cars,flash flood,0
flooded cars,flooded homes,0
flooded cars,flooded cars,0
flooded cars,flood classification,0
flooded cars,flood crest,0
flooded cars,flood depth,0
flooded cars,flood elevation,0
flooded cars,flood elevation study,0
flooded cars,flood hazard level,0
flooded cars,flood insurance rate map,0
flooded cars,flood insurance study,0
flooded cars,flood mitigation assistance,0
flooded cars,flood of record,0
flooded cars,floodplain,0
flooded cars,floodplain fill,0
flooded cars,flood-proofing,0
flooded cars,flood stage,0
flooded cars,floodway,0
flooded cars,atmospheric moisture,0
flooded cars,climate change,0
flooded cars,crest,0
flooded cars,downpours,0
flooded cars,extreme rainfall,0
flooded cars,global warming,0
flooded cars,intense rainfall,0
flooded cars,precipitation,0
flooded cars,moisture,0
flooded cars,natural disaster,0
flooded cars,noaa,0
flooded cars,rain,0
flooded cars,rainfall,0
flooded cars,river,0
flooded cars,sea levels,0
flooded cars,special flood hazard area,0
flooded cars,storm,0
flooded cars,storm intensity,0
flooded cars,swamped,0
flooded cars,thunder storm,0
flooded cars,torrential rain,0
flooded cars,weather,0
flooded cars,wet,0
flooded cars,wetter,0
flood classification,alarm,0
flood classification,action plan,0
flood classification,active resources,0
flood classification,effect,0
flood classification,affected area,0
flood classification,agency,0
flood classification,agency dispatch,0
flood classification,agency executive,0
flood classification,agency administrator,0
flood classification,after action report,0
flood classification,after action review,0
flood classification,alert level,0
flood classification,allocated resources,0
flood classification,assigned resources,0
flood classification,available resources,0
flood classification,contingency plan,0
flood classification,death,0
flood classification,devastation,0
flood classification,devastating,0
flood classification,died,0
flood classification,disaster,0
flood classification,disasters,0
flood classification,extreme,0
flood classification,hazard,0
flood classification,killed,0
flood classification,base flood,0
flood classification,base flood elevation,0
flood classification,flash flood,0
flood classification,flooded homes,0
flood classification,flooded cars,0
flood classification,flood classification,0
flood classification,flood crest,0
flood classification,flood depth,0
flood classification,flood elevation,0
flood classification,flood elevation study,0
flood classification,flood hazard level,0
flood classification,flood insurance rate map,0
flood classification,flood insurance study,0
flood classification,flood mitigation assistance,0
flood classification,flood of record,0
flood classification,floodplain,0
flood classification,floodplain fill,0
flood classification,flood-proofing,0
flood classification,flood stage,0
flood classification,floodway,0
flood classification,atmospheric moisture,0
flood classification,climate change,0
flood classification,crest,0
flood classification,downpours,0
flood classification,extreme rainfall,0
flood classification,global warming,0
flood classification,intense rainfall,0
flood classification,precipitation,0
flood classification,moisture,0
flood classification,natural disaster,0
flood classification,noaa,0
flood classification,rain,0
flood classification,rainfall,0
flood classification,river,0
flood classification,sea levels,0
flood classification,special flood hazard area,0
flood classification,storm,0
flood classification,storm intensity,0
flood classification,swamped,0
flood classification,thunder storm,0
flood classification,torrential rain,0
flood classification,weather,0
flood classification,wet,0
flood classification,wetter,0
flood crest,alarm,0
flood crest,action plan,0
flood crest,active resources,0
flood crest,effect,0
flood crest,affected area,0
flood crest,agency,0
flood crest,agency dispatch,0
flood crest,agency executive,0
flood crest,agency administrator,0
flood crest,after action report,0
flood crest,after action review,0
flood crest,alert level,0
flood crest,allocated resources,0
flood crest,assigned resources,0
flood crest,available resources,0
flood crest,contingency plan,0
flood crest,death,0
flood crest,devastation,0
flood crest,devastating,0
flood crest,died,0
flood crest,disaster,0
flood crest,disasters,0
flood crest,extreme,0
flood crest,hazard,0
flood crest,killed,0
flood crest,base flood,0
flood crest,base flood elevation,0
flood crest,flash flood,0
flood crest,flooded homes,0
flood crest,flooded cars,0
flood crest,flood classification,0
flood crest,flood crest,0
flood crest,flood depth,0
flood crest,flood elevation,0
flood crest,flood elevation study,0
flood crest,flood hazard level,0
flood crest,flood insurance rate map,0
flood crest,flood insurance study,0
flood crest,flood mitigation assistance,0
flood crest,flood of record,0
flood crest,floodplain,0
flood crest,floodplain fill,0
flood crest,flood-proofing,0
flood crest,flood stage,0
flood crest,floodway,0
flood crest,atmospheric moisture,0
flood crest,climate change,0
flood crest,crest,0
flood crest,downpours,0
flood crest,extreme rainfall,0
flood crest,global warming,0
flood crest,intense rainfall,0
flood crest,precipitation,0
flood crest,moisture,0
flood crest,natural disaster,0
flood crest,noaa,0
flood crest,rain,0
flood crest,rainfall,0
flood crest,river,0
flood crest,sea levels,0
flood crest,special flood hazard area,0
flood crest,storm,0
flood crest,storm intensity,0
flood crest,swamped,0
flood crest,thunder storm,0
flood crest,torrential rain,0
flood crest,weather,0
flood crest,wet,0
flood crest,wetter,0
flood depth,alarm,0
flood depth,action plan,0
flood depth,active resources,0
flood depth,effect,0
flood depth,affected area,0
flood depth,agency,0
flood depth,agency dispatch,0
flood depth,agency executive,0
flood depth,agency administrator,0
flood depth,after action report,0
flood depth,after action review,0
flood depth,alert level,0
flood depth,allocated resources,0
flood depth,assigned resources,0
flood depth,available resources,0
flood depth,contingency plan,0
flood depth,death,0
flood depth,devastation,0
flood depth,devastating,0
flood depth,died,0
flood depth,disaster,0
flood depth,disasters,0
flood depth,extreme,0
flood depth,hazard,0
flood depth,killed,0
flood depth,base flood,0
flood depth,base flood elevation,0
flood depth,flash flood,0
flood depth,flooded homes,0
flood depth,flooded cars,0
flood depth,flood classification,0
flood depth,flood crest,0
flood depth,flood depth,0
flood depth,flood elevation,0
flood depth,flood elevation study,0
flood depth,flood hazard level,0
flood depth,flood insurance rate map,0
flood depth,flood insurance study,0
flood depth,flood mitigation assistance,0
flood depth,flood of record,0
flood depth,floodplain,0
flood depth,floodplain fill,0
flood depth,flood-proofing,0
flood depth,flood stage,0
flood depth,floodway,0
flood depth,atmospheric moisture,0
flood depth,climate change,0
flood depth,crest,0
flood depth,downpours,0
flood depth,extreme rainfall,0
flood depth,global warming,0
flood depth,intense rainfall,0
flood depth,precipitation,0
flood depth,moisture,0
flood depth,natural disaster,0
flood depth,noaa,0
flood depth,rain,0
flood depth,rainfall,0
flood depth,river,0
flood depth,sea levels,0
flood depth,special flood hazard area,0
flood depth,storm,0
flood depth,storm intensity,0
flood depth,swamped,0
flood depth,thunder storm,0
flood depth,torrential rain,0
flood depth,weather,0
flood depth,wet,0
flood depth,wetter,0
flood elevation,alarm,0
flood elevation,action plan,0
flood elevation,active resources,0
flood elevation,effect,0
flood elevation,affected area,0
flood elevation,agency,0
flood elevation,agency dispatch,0
flood elevation,agency executive,0
flood elevation,agency administrator,0
flood elevation,after action report,0
flood elevation,after action review,0
flood elevation,alert level,0
flood elevation,allocated resources,0
flood elevation,assigned resources,0
flood elevation,available resources,0
flood elevation,contingency plan,0
flood elevation,death,0
flood elevation,devastation,0
flood elevation,devastating,0
flood elevation,died,0
flood elevation,disaster,0
flood elevation,disasters,0
flood elevation,extreme,0
flood elevation,hazard,0
flood elevation,killed,0
flood elevation,base flood,0
flood elevation,base flood elevation,0
flood elevation,flash flood,0
flood elevation,flooded homes,0
flood elevation,flooded cars,0
flood elevation,flood classification,0
flood elevation,flood crest,0
flood elevation,flood depth,0
flood elevation,flood elevation,0
flood elevation,flood elevation study,0
flood elevation,flood hazard level,0
flood elevation,flood insurance rate map,0
flood elevation,flood insurance study,0
flood elevation,flood mitigation assistance,0
flood elevation,flood of record,0
flood elevation,floodplain,0
flood elevation,floodplain fill,0
flood elevation,flood-proofing,0
flood elevation,flood stage,0
flood elevation,floodway,0
flood elevation,atmospheric moisture,0
flood elevation,climate change,0
flood elevation,crest,0
flood elevation,downpours,0
flood elevation,extreme rainfall,0
flood elevation,global warming,0
flood elevation,intense rainfall,0
flood elevation,precipitation,0
flood elevation,moisture,0
flood elevation,natural disaster,0
flood elevation,noaa,0
flood elevation,rain,0
flood elevation,rainfall,0
flood elevation,river,0
flood elevation,sea levels,0
flood elevation,special flood hazard area,0
flood elevation,storm,0
flood elevation,storm intensity,0
flood elevation,swamped,0
flood elevation,thunder storm,0
flood elevation,torrential rain,0
flood elevation,weather,0
flood elevation,wet,0
flood elevation,wetter,0
flood elevation study,alarm,0
flood elevation study,action plan,0
flood elevation study,active resources,0
flood elevation study,effect,0
flood elevation study,affected area,0
flood elevation study,agency,0
flood elevation study,agency dispatch,0
flood elevation study,agency executive,0
flood elevation study,agency administrator,0
flood elevation study,after action report,0
flood elevation study,after action review,0
flood elevation study,alert level,0
flood elevation study,allocated resources,0
flood elevation study,assigned resources,0
flood elevation study,available resources,0
flood elevation study,contingency plan,0
flood elevation study,death,0
flood elevation study,devastation,0
flood elevation study,devastating,0
flood elevation study,died,0
flood elevation study,disaster,0
flood elevation study,disasters,0
flood elevation study,extreme,0
flood elevation study,hazard,0
flood elevation study,killed,0
flood elevation study,base flood,0
flood elevation study,base flood elevation,0
flood elevation study,flash flood,0
flood elevation study,flooded homes,0
flood elevation study,flooded cars,0
flood elevation study,flood classification,0
flood elevation study,flood crest,0
flood elevation study,flood depth,0
flood elevation study,flood elevation,0
flood elevation study,flood elevation study,0
flood elevation study,flood hazard level,0
flood elevation study,flood insurance rate map,0
flood elevation study,flood insurance study,0
flood elevation study,flood mitigation assistance,0
flood elevation study,flood of record,0
flood elevation study,floodplain,0
flood elevation study,floodplain fill,0
flood elevation study,flood-proofing,0
flood elevation study,flood stage,0
flood elevation study,floodway,0
flood elevation study,atmospheric moisture,0
flood elevation study,climate change,0
flood elevation study,crest,0
flood elevation study,downpours,0
flood elevation study,extreme rainfall,0
flood elevation study,global warming,0
flood elevation study,intense rainfall,0
flood elevation study,precipitation,0
flood elevation study,moisture,0
flood elevation study,natural disaster,0
flood elevation study,noaa,0
flood elevation study,rain,0
flood elevation study,rainfall,0
flood elevation study,river,0
flood elevation study,sea levels,0
flood elevation study,special flood hazard area,0
flood elevation study,storm,0
flood elevation study,storm intensity,0
flood elevation study,swamped,0
flood elevation study,thunder storm,0
flood elevation study,torrential rain,0
flood elevation study,weather,0
flood elevation study,wet,0
flood elevation study,wetter,0
flood hazard level,alarm,0
